Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
Polkadot,DOT,01-01-2021,9.41658697,8.12019359,9.28818018,8.30681869,2791211123,7442884318
Polkadot,DOT,02-01-2021,9.76133483,7.94329035,8.30549192,9.20883657,3049232407,8254057307
Polkadot,DOT,03-01-2021,10.45749316,8.87336163,9.20964777,10.03328252,3032883074,8995148461
Polkadot,DOT,04-01-2021,10.50556452,8.77720999,10.06204809,9.46961118,2893262630,8492158903
Polkadot,DOT,05-01-2021,10.041344,9.08426331,9.4758016,9.70165565,2080742171,8704252438
Polkadot,DOT,06-01-2021,10.3715982,9.48974265,9.70711269,10.09606799,2382484175,9059681060
Polkadot,DOT,07-01-2021,10.62900489,9.49640177,10.09401413,9.64458538,2521342761,8658771900
Polkadot,DOT,08-01-2021,9.79544873,8.86168449,9.64512594,9.30713511,2350202788,8357620979
Polkadot,DOT,09-01-2021,9.82315065,9.05346608,9.30577328,9.77776543,1478813230,8783858938
Polkadot,DOT,10-01-2021,9.99455295,8.75295111,9.77731794,9.30504759,1603968712,8361125118
Polkadot,DOT,11-01-2021,9.3046542,7.22859045,9.3046542,8.27643995,3251043299,7438402688
Polkadot,DOT,12-01-2021,8.61610415,7.97365285,8.27225943,8.26414763,1918790089,7431056432
Polkadot,DOT,13-01-2021,11.2997456,7.98951889,8.26511159,10.95771005,2915711373,9857235821
Polkadot,DOT,14-01-2021,14.54970333,10.92501202,10.94787585,14.5390503,5405054869,13082749823
Polkadot,DOT,15-01-2021,14.85537724,11.85157894,14.52252001,13.21238089,6159630996,11892435980
Polkadot,DOT,16-01-2021,19.32206214,13.18575448,13.19804993,18.18042437,8917081506,16377017838
Polkadot,DOT,17-01-2021,18.15034209,16.40896057,18.15034209,16.98425436,6091648732,15306722570
Polkadot,DOT,18-01-2021,18.10170615,15.82463038,16.9970155,16.51292725,3888179752,14889926543
Polkadot,DOT,19-01-2021,17.46754468,16.0483279,16.52107766,16.46850969,3414422602,14857593596
Polkadot,DOT,20-01-2021,18.12574402,14.83346915,16.45249684,17.94893082,4624508717,16197751625
Polkadot,DOT,21-01-2021,18.06077054,15.05248231,17.97941492,15.94483794,4843725549,14394680976
Polkadot,DOT,22-01-2021,17.98386443,14.89192568,15.93100806,17.16144057,2991599976,15498857928
Polkadot,DOT,23-01-2021,18.75369846,16.87032158,17.15959053,18.59819899,2842317183,16800498070
Polkadot,DOT,24-01-2021,18.7245281,17.3805254,18.60063423,17.99964968,2800444854,16268654954
Polkadot,DOT,25-01-2021,19.05194556,17.11970836,17.99759425,17.25045506,3351498659,15598550884
Polkadot,DOT,26-01-2021,17.76909839,16.07543158,17.24464759,17.11776161,2588253411,15487077235
Polkadot,DOT,27-01-2021,17.11611272,15.08426589,17.11611272,15.50486144,2973163194,14031295907
Polkadot,DOT,28-01-2021,17.46306249,15.35657055,15.49823697,16.9449327,2960951225,15338599024
Polkadot,DOT,29-01-2021,17.64278951,16.03200117,17.10266916,16.8416124,3657663583,15249211491
Polkadot,DOT,30-01-2021,17.05015533,16.16195006,16.83674926,16.50690794,1998709420,14948992534
Polkadot,DOT,31-01-2021,17.45610132,15.81397223,16.5115788,16.12131511,2540474629,14603207739
