Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
Bitcoin,BTC,01-01-2021,29600.62695,28803.58501,28994.00892,29374.15189,40730301359,5.46E+11
Bitcoin,BTC,02-01-2021,33155.11882,29091.18119,29376.45583,32127.26794,67865420765,5.97E+11
Bitcoin,BTC,03-01-2021,34608.55674,32052.31708,32129.40736,32782.02447,78665235202,6.09E+11
Bitcoin,BTC,04-01-2021,33440.21857,28722.75527,32810.94764,31971.91352,81163475344,5.94E+11
Bitcoin,BTC,05-01-2021,34437.59059,30221.18674,31977.04113,33992.42934,67547324782,6.32E+11
Bitcoin,BTC,06-01-2021,36879.69857,33514.03374,34013.61453,36824.36441,75289433811,6.85E+11
Bitcoin,BTC,07-01-2021,40180.36791,36491.18981,36833.87436,39371.04235,84762141031,7.32E+11
Bitcoin,BTC,08-01-2021,41946.73935,36838.636,39381.76584,40797.61072,88107519480,7.59E+11
Bitcoin,BTC,09-01-2021,41436.35001,38980.87691,40788.64052,40254.5465,61984162837,7.49E+11
Bitcoin,BTC,10-01-2021,41420.19103,35984.62712,40254.2178,38356.43951,79980747690,7.13E+11
Bitcoin,BTC,11-01-2021,38346.5295,30549.59877,38346.5295,35566.65594,1.23E+11,6.61E+11
Bitcoin,BTC,12-01-2021,36568.52697,32697.97662,35516.36114,33922.96058,74773277909,6.31E+11
Bitcoin,BTC,13-01-2021,37599.9606,32584.66767,33915.11958,37316.3594,69364315979,6.94E+11
Bitcoin,BTC,14-01-2021,39966.40524,36868.56325,37325.10763,39187.32812,63615990033,7.29E+11
Bitcoin,BTC,15-01-2021,39577.71119,34659.58974,39156.70809,36825.36585,67760757881,6.85E+11
Bitcoin,BTC,16-01-2021,37864.36888,35633.55402,36821.64873,36178.1389,57706187875,6.73E+11
Bitcoin,BTC,17-01-2021,36722.34988,34069.32219,36163.64923,35791.27792,52359854336,6.66E+11
Bitcoin,BTC,18-01-2021,37299.28581,34883.84405,35792.23667,36630.07568,49511702429,6.81E+11
Bitcoin,BTC,19-01-2021,37755.89186,36069.80639,36642.23272,36069.80639,57244195486,6.71E+11
Bitcoin,BTC,20-01-2021,36378.3267,33570.4778,36050.1127,35547.75089,66834573161,6.61E+11
Bitcoin,BTC,21-01-2021,35552.6795,30250.74964,35549.39741,30825.69851,75643067688,5.74E+11
Bitcoin,BTC,22-01-2021,33811.85156,28953.37275,30817.62519,33005.76356,77207272511,6.14E+11
Bitcoin,BTC,23-01-2021,33360.97819,31493.15967,32985.75691,32067.64288,48354737975,5.97E+11
Bitcoin,BTC,24-01-2021,32944.00894,31106.68577,32064.37632,32289.37809,48643830599,6.01E+11
Bitcoin,BTC,25-01-2021,34802.74298,32087.78797,32285.79891,32366.39305,59897054838,6.02E+11
Bitcoin,BTC,26-01-2021,32794.54959,31030.26597,32358.61317,32569.84956,60255421470,6.06E+11
Bitcoin,BTC,27-01-2021,32564.03024,29367.13922,32564.03024,30432.54708,62576762015,5.66E+11
Bitcoin,BTC,28-01-2021,33858.31099,30023.20683,30441.04182,33466.09636,76517157706,6.23E+11
