Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
Dogecoin,DOGE,01-01-2021,0.00568496,0.00461528,0.00468094,0.00568496,228961514.9,726323310.7
Dogecoin,DOGE,02-01-2021,0.01369815,0.00558386,0.00568641,0.01061451,3421562680,1356280740
Dogecoin,DOGE,03-01-2021,0.01386655,0.00940941,0.01060243,0.00977052,2707003608,1248577459
Dogecoin,DOGE,04-01-2021,0.01142102,0.00787753,0.0097845,0.00976719,1372398979,1248286672
Dogecoin,DOGE,05-01-2021,0.01021856,0.00897184,0.00976688,0.0099204,687256066.7,1268003964
Dogecoin,DOGE,06-01-2021,0.01085421,0.00968492,0.00992297,0.01046514,749915516.2,1337772240
Dogecoin,DOGE,07-01-2021,0.01053197,0.00916241,0.01045376,0.00974244,520644705.6,1245523630
Dogecoin,DOGE,08-01-2021,0.01028548,0.00898616,0.0097434,0.00984637,394462163.6,1258947804
Dogecoin,DOGE,09-01-2021,0.01074016,0.00974038,0.00983273,0.01019416,485842353.1,1303561985
Dogecoin,DOGE,10-01-2021,0.01086724,0.00917681,0.01019315,0.00985959,458583518.7,1260915514
Dogecoin,DOGE,11-01-2021,0.00985798,0.00677014,0.00985798,0.00883453,637956958.1,1129945722
Dogecoin,DOGE,12-01-2021,0.00914451,0.00790427,0.0088302,0.00806287,333308456.9,1031361130
Dogecoin,DOGE,13-01-2021,0.00864613,0.00778733,0.00806217,0.00861635,240079032.9,1102277644
Dogecoin,DOGE,14-01-2021,0.01002992,0.00834908,0.00861863,0.00939673,428369038.7,1202240980
Dogecoin,DOGE,15-01-2021,0.00979644,0.00845975,0.00938877,0.00936903,398965924.7,1198824805
Dogecoin,DOGE,16-01-2021,0.00953136,0.00914007,0.00936665,0.00926465,258630479.6,1185597169
Dogecoin,DOGE,17-01-2021,0.00936668,0.0088414,0.009263,0.00906651,254487988.6,1160366066
Dogecoin,DOGE,18-01-2021,0.00929542,0.00898064,0.00906962,0.0091711,205025648,1173880970
Dogecoin,DOGE,19-01-2021,0.00961333,0.00901992,0.00917244,0.0090982,249242631.7,1164676216
Dogecoin,DOGE,20-01-2021,0.00915288,0.00852898,0.00909604,0.00906009,220205442.4,1159923229
Dogecoin,DOGE,21-01-2021,0.00908936,0.00806144,0.009062,0.00816632,215419838.8,1045611058
Dogecoin,DOGE,22-01-2021,0.00876921,0.00765432,0.00816462,0.0085235,185490003.4,1091461748
Dogecoin,DOGE,23-01-2021,0.00880799,0.00838848,0.00851965,0.00857912,154393736.9,1098702727
Dogecoin,DOGE,24-01-2021,0.00895097,0.00851582,0.00857834,0.00872708,162191977.2,1117773115
Dogecoin,DOGE,25-01-2021,0.00887891,0.00827601,0.00872686,0.00838293,180820875.4,1073809066
Dogecoin,DOGE,26-01-2021,0.0084555,0.00802161,0.008382,0.00825458,161173748.8,1057483330
Dogecoin,DOGE,27-01-2021,0.00825941,0.00729356,0.00825538,0.0074815,204797186,958548725.6
Dogecoin,DOGE,28-01-2021,0.03417659,0.00735142,0.00748061,0.03408356,10971544561,4367344237
Dogecoin,DOGE,29-01-2021,0.07797325,0.03234054,0.04373372,0.04716157,25403310432,6043762706
Dogecoin,DOGE,30-01-2021,0.04990136,0.02248832,0.04680256,0.02817592,8735576553,3611147492
Dogecoin,DOGE,31-01-2021,0.04528851,0.02710178,0.02819051,0.03719621,8548997882,4767745805
Dogecoin,DOGE,01-02-2021,0.04325,0.03336688,0.03705359,0.03487468,6319224026,4470660189
Dogecoin,DOGE,02-02-2021,0.0349257,0.02919459,0.03491033,0.03152025,3090896595,4041088459
Dogecoin,DOGE,03-02-2021,0.03910517,0.03114623,0.03149316,0.03712003,3146856788,4759532731
Dogecoin,DOGE,04-02-2021,0.05786878,0.03594477,0.03722574,0.05328933,13040837601,6833498776
Dogecoin,DOGE,05-02-2021,0.05373973,0.04353977,0.05304323,0.04693473,6136160058,6019284098
Dogecoin,DOGE,06-02-2021,0.05830786,0.04490357,0.04693104,0.05759472,5946101275,7387203762
